Neuron 1,Neuron 2,Type,Nbr
AVHR,AVDR,Sp,1.0
AVJR,AVDR,S,1.0
AVJR,AVDR,Sp,2.0
DA01,AVDR,Rp,2.0
DA02,AVDR,R,1.0
DA03,AVDR,R,1.0
DA03,AVDR,Rp,1.0
DA04,AVDR,R,1.0
DA04,AVDR,Rp,1.0
DA05,AVDR,R,2.0
DA08,AVDR,Rp,1.0
DA09,AVDR,R,1.0
DB04,AVDR,R,1.0
DVC,AVDR,R,1.0
FLPL,AVDR,Sp,13.0
FLPR,AVDR,Sp,1.0
HSNL,AVDR,Sp,2.0
HSNR,AVDR,Sp,1.0
LUAL,AVDR,Rp,2.0
LUAL,AVDR,Sp,2.0
LUAR,AVDR,Sp,3.0
PHAL,AVDR,Sp,1.0
PHBR,AVDR,Sp,1.0
PLMR,AVDR,Sp,4.0
PQR,AVDR,R,1.0
PQR,AVDR,Sp,6.0
PVCL,AVDR,Sp,2.0
PVCR,AVDR,Sp,1.0
PVNL,AVDR,Sp,3.0
PVNR,AVDR,Sp,1.0
PVPL,AVDR,Sp,2.0
PVWR,AVDR,Sp,1.0
RIBL,AVDR,Sp,1.0
SABD,AVDR,Rp,1.0
SABVL,AVDR,Rp,3.0
SABVR,AVDR,Rp,1.0
VA02,AVDR,R,1.0
VA03,AVDR,R,2.0
VA06,AVDR,Rp,1.0
VA11,AVDR,Rp,1.0
ADAL,AVEL,Sp,1.0
ADAR,AVEL,Sp,1.0
ADEL,AVEL,Sp,1.0
AIBR,AVEL,Sp,1.0
AIZR,AVEL,Sp,4.0
ALA,AVEL,Sp,2.0
ALML,AVEL,Sp,1.0
AS01,AVEL,Rp,1.0
AUAL,AVEL,Sp,3.0
AVAL,AVEL,R,2.0
AVAL,AVEL,Rp,10.0
AVAR,AVEL,R,4.0
AVAR,AVEL,Rp,3.0
AVAR,AVEL,Sp,2.0
AVBL,AVEL,S,1.0
AVER,AVEL,EJ,1.0
RIML,AVEL,EJ,2.0
RIMR,AVEL,EJ,3.0
RMDVR,AVEL,EJ,1.0
RMEV,AVEL,EJ,1.0
AVG,AVEL,Sp,1.0
AVJL,AVEL,S,1.0
AVKL,AVEL,Sp,2.0
AVL,AVEL,Sp,1.0
BAGL,AVEL,Sp,1.0
BAGR,AVEL,S,2.0
BAGR,AVEL,Sp,2.0
CEPDR,AVEL,Sp,6.0
CEPVR,AVEL,S,1.0
CEPVR,AVEL,Sp,4.0
DA01,AVEL,Rp,5.0
DA02,AVEL,Rp,1.0
DA03,AVEL,R,1.0
DA03,AVEL,Rp,2.0
DA04,AVEL,Rp,1.0
DVA,AVEL,S,3.0
DVA,AVEL,Sp,6.0
FLPR,AVEL,Sp,4.0
IL1R,AVEL,Sp,1.0
IL2L,AVEL,Sp,1.0
OLLR,AVEL,S,1.0
OLLR,AVEL,Sp,15.0
PVCL,AVEL,Sp,2.0
PVCR,AVEL,Rp,1.0
PVCR,AVEL,Sp,1.0
PVNL,AVEL,S,1.0
PVNR,AVEL,S,2.0
PVNR,AVEL,Sp,1.0
PVT,AVEL,Rp,1.0
RIBL,AVEL,S,1.0
RIBL,AVEL,Sp,1.0
RIBR,AVEL,S,2.0
RIBR,AVEL,Sp,1.0
RIGL,AVEL,S,1.0
RIGL,AVEL,Sp,1.0
RIS,AVEL,Sp,7.0
RMGL,AVEL,Sp,2.0
SABD,AVEL,Rp,6.0
SABVL,AVEL,Rp,7.0
SABVR,AVEL,Rp,3.0
SDQL,AVEL,Sp,1.0
URXL,AVEL,S,3.0
URXL,AVEL,Sp,1.0
URYDR,AVEL,Sp,2.0
URYVR,AVEL,Sp,6.0
VA01,AVEL,Rp,5.0
VA03,AVEL,R,1.0
VA03,AVEL,Rp,2.0
VD02,AVEL,Rp,1.0
VD03,AVEL,Rp,1.0
ADER,AVER,S,1.0
AIML,AVER,Sp,1.0
AIZL,AVER,Sp,5.0
AIZR,AVER,S,1.0
AIZR,AVER,Sp,1.0
ALA,AVER,S,1.0
ALA,AVER,Sp,1.0
AS01,AVER,R,1.0
AS01,AVER,Rp,2.0
AS02,AVER,Rp,2.0
AS03,AVER,R,1.0
ASHR,AVER,Sp,3.0
AUAR,AVER,S,1.0
AUAR,AVER,Sp,3.0
AVAL,AVER,R,2.0
AVAL,AVER,Rp,5.0
AVAR,AVER,Rp,16.0
AVAR,AVER,Sp,2.0
AVBL,AVER,Sp,2.0
AVDR,AVER,Rp,1.0
AVEL,AVER,EJ,1.0
RIML,AVER,EJ,3.0
RIMR,AVER,EJ,2.0
RMDVL,AVER,EJ,1.0
RMDVR,AVER,EJ,1.0
RMEV,AVER,EJ,1.0
AVG,AVER,Sp,1.0
AVJR,AVER,S,1.0
AVJR,AVER,Sp,2.0
AVKL,AVER,Sp,1.0
BAGL,AVER,S,1.0
BAGL,AVER,Sp,3.0
CEPDL,AVER,S,1.0
CEPDL,AVER,Sp,4.0
CEPVL,AVER,S,1.0
CEPVL,AVER,Sp,2.0
DA01,AVER,Rp,5.0
DA02,AVER,R,1.0
DA02,AVER,Rp,2.0
DA03,AVER,R,1.0
DB03,AVER,Rp,1.0
DVA,AVER,S,2.0
DVA,AVER,Sp,3.0
FLPR,AVER,Sp,2.0
IL1L,AVER,Sp,2.0
IL1R,AVER,Sp,1.0
OLLL,AVER,S,3.0
OLLL,AVER,Sp,18.0
PVCL,AVER,Sp,1.0
PVCR,AVER,Sp,1.0
PVPL,AVER,Sp,1.0
RIBL,AVER,S,3.0
RIBL,AVER,Sp,2.0
RIBR,AVER,S,1.0
RIBR,AVER,Sp,1.0
RIGL,AVER,Sp,1.0
RIGR,AVER,S,2.0
RIS,AVER,Sp,7.0
RMGR,AVER,Sp,3.0
SABD,AVER,Rp,2.0
SABVL,AVER,Rp,3.0
SABVR,AVER,Rp,3.0
URXR,AVER,S,2.0
URYDL,AVER,Sp,2.0
URYDR,AVER,Sp,2.0
URYVL,AVER,Sp,5.0
VA01,AVER,Rp,1.0
VA02,AVER,Rp,1.0
VA03,AVER,R,2.0
VA04,AVER,Rp,1.0
VA05,AVER,R,1.0
AIML,AVFL,S,1.0
AIML,AVFL,Sp,3.0
AIMR,AVFL,S,1.0
AIMR,AVFL,Sp,1.0
AVBL,AVFL,Rp,1.0
AVBR,AVFL,Rp,2.0
AVFR,AVFL,EJ,23.0
AVHL,AVFL,EJ,2.0
AVHR,AVFL,EJ,3.0
PVQR,AVFL,EJ,1.0
AVFR,AVFL,R,1.0
AVFR,AVFL,Rp,6.0
AVFR,AVFL,Sp,1.0
AVG,AVFL,R,1.0
AVG,AVFL,Rp,1.0
AVG,AVFL,S,1.0
AVHL,AVFL,Rp,2.0
AVHL,AVFL,Sp,1.0
AVHR,AVFL,R,3.0
AVHR,AVFL,Rp,1.0
AVHR,AVFL,Sp,2.0
AVJL,AVFL,Rp,1.0
AVJR,AVFL,R,1.0
AVL,AVFL,Rp,1.0
HSNL,AVFL,Rp,1.0
HSNL,AVFL,S,1.0
HSNL,AVFL,Sp,5.0
HSNR,AVFL,S,1.0
HSNR,AVFL,Sp,1.0
PDER,AVFL,Rp,1.0
PHAL,AVFL,Sp,3.0
PHBR,AVFL,Sp,1.0
PVNL,AVFL,Rp,2.0
PVQL,AVFL,Rp,1.0
PVQR,AVFL,Rp,1.0
RIFR,AVFL,Sp,1.0
VB01,AVFL,R,1.0
VB01,AVFL,Rp,0.0
VC05,AVFL,S,1.0
AIML,AVFR,Sp,1.0
AIMR,AVFR,S,1.0
AIMR,AVFR,Sp,1.0
ASJL,AVFR,Rp,1.0
ASKL,AVFR,Rp,1.0
AVBL,AVFR,Rp,1.0
AVBR,AVFR,R,3.0
AVBR,AVFR,Rp,2.0
avfl,avfr,Rp,1.0
AVFL,AVFR,S,1.0
AVFL,AVFR,Sp,6.0
AVFL,AVFR,EJ,23.0
AVHL,AVFR,EJ,2.0
AVHR,AVFR,EJ,1.0
VC04,AVFR,EJ,1.0
AVHL,AVFR,Rp,2.0
AVHL,AVFR,Sp,3.0
AVHR,AVFR,R,1.0
AVHR,AVFR,Sp,1.0
AVJL,AVFR,Rp,2.0
AVJL,AVFR,Sp,1.0
AVJR,AVFR,Rp,1.0
AVL,AVFR,Sp,1.0
HSNR,AVFR,R,1.0
PVNL,AVFR,Sp,1.0
PVQL,AVFR,Rp,1.0
PVQR,AVFR,Sp,1.0
VC05,AVFR,S,1.0
VD11,AVFR,R,1.0
AVAR,AVG,R,1.0
AVAR,AVG,Rp,2.0
AVBL,AVG,R,1.0
AVBL,AVG,Rp,1.0
AVBR,AVG,R,2.0
AVDR,AVG,R,1.0
AVEL,AVG,Rp,1.0
AVER,AVG,Rp,1.0
AVFL,AVG,R,1.0
AVFL,AVG,S,1.0
AVFL,AVG,Sp,1.0
RIFL,AVG,EJ,1.0
RIFR,AVG,EJ,1.0
AVJL,AVG,Rp,1.0
AVL,AVG,Rp,1.0
DA08,AVG,Rp,1.0
PHAL,AVG,Rp,2.0
PHAL,AVG,S,1.0
PHAL,AVG,Sp,4.0
PHAR,AVG,S,1.0
PHAR,AVG,Sp,2.0
PQR,AVG,S,1.0
PVCL,AVG,Rp,1.0
PVNL,AVG,Sp,1.0
PVNR,AVG,R,1.0
PVNR,AVG,Rp,1.0
PVPR,AVG,Rp,1.0
PVQR,AVG,Rp,1.0
PVT,AVG,R,1.0
VA11,AVG,R,1.0
ADFR,AVHL,Rp,3.0
AIML,AVHL,Sp,2.0
AVAL,AVHL,Sp,1.0
AVBL,AVHL,R,1.0
AVBR,AVHL,Rp,1.0
AVDL,AVHL,Rp,1.0
AVFL,AVHL,Rp,1.0
AVFL,AVHL,Sp,2.0
AVFR,AVHL,Rp,3.0
AVFR,AVHL,Sp,2.0
AVFL,AVHL,EJ,2.0
AVFR,AVHL,EJ,2.0
AVHR,AVHL,EJ,1.0
PHBR,AVHL,EJ,1.0
AVHR,AVHL,Rp,1.0
AVHR,AVHL,Sp,1.0
AVJL,AVHL,R,2.0
AVJL,AVHL,Rp,1.0
AVJL,AVHL,Sp,2.0
AWBR,AVHL,Rp,1.0
BDUL,AVHL,Sp,1.0
BDUR,AVHL,Sp,1.0
PHAL,AVHL,Sp,1.0
PVPR,AVHL,Rp,2.0
PVPR,AVHL,Sp,3.0
PVQL,AVHL,R,1.0
PVQR,AVHL,Rp,2.0
RIFR,AVHL,Sp,1.0
RIMR,AVHL,Rp,1.0
RIR,AVHL,Rp,3.0
SMBDR,AVHL,Rp,1.0
SMBVR,AVHL,Rp,2.0
VD01,AVHL,Rp,1.0
ADLL,AVHR,Rp,1.0
ADLR,AVHR,Rp,2.0
AIML,AVHR,Sp,1.0
AQR,AVHR,Rp,2.0
AVBL,AVHR,Rp,2.0
AVBR,AVHR,Rp,1.0
AVDR,AVHR,Rp,1.0
AVFL,AVHR,Rp,2.0
AVFL,AVHR,S,3.0
AVFL,AVHR,Sp,1.0
AVFR,AVHR,Rp,1.0
AVFR,AVHR,S,1.0
AVHL,AVHR,Rp,1.0
AVHL,AVHR,Sp,1.0
AVFL,AVHR,EJ,3.0
AVFR,AVHR,EJ,1.0
AVHL,AVHR,EJ,1.0
AVJR,AVHR,Rp,4.0
PHAL,AVHR,Sp,1.0
PHAR,AVHR,Sp,1.0
PHCR,AVHR,Sp,1.0
PVNL,AVHR,Rp,1.0
PVPL,AVHR,Rp,3.0
PVPL,AVHR,Sp,1.0
RIFL,AVHR,Sp,1.0
RIGL,AVHR,Rp,1.0
RIR,AVHR,R,1.0
RIR,AVHR,Rp,3.0
SMBDL,AVHR,Rp,1.0
SMBVL,AVHR,Rp,1.0
VC04,AVHR,S,1.0
ADAR,AVJL,S,1.0
ADAR,AVJL,Sp,2.0
ADLL,AVJL,Sp,1.0
AIML,AVJL,Sp,1.0
AQR,AVJL,Sp,1.0
AVAR,AVJL,Rp,1.0
AVBL,AVJL,Rp,1.0
AVBR,AVJL,Rp,4.0
AVDL,AVJL,Rp,1.0
AVEL,AVJL,R,1.0
AVFL,AVJL,Sp,1.0
AVFR,AVJL,Rp,1.0
AVFR,AVJL,S,1.0
AVFR,AVJL,Sp,1.0
AVG,AVJL,Sp,1.0
AVHL,AVJL,Rp,2.0
AVHL,AVJL,S,2.0
AVHL,AVJL,Sp,1.0
AVAL,AVJL,EJ,2.0
AVDR,AVJL,EJ,2.0
AVJR,AVJL,EJ,4.0
PVCL,AVJL,EJ,1.0
PVCR,AVJL,EJ,3.0
RIS,AVJL,EJ,1.0
AVJR,AVJL,Sp,1.0
BDUR,AVJL,Sp,2.0
HSNL,AVJL,S,1.0
HSNL,AVJL,Sp,1.0
HSNR,AVJL,R,1.0
HSNR,AVJL,Sp,1.0
LUAL,AVJL,Sp,1.0
PLMR,AVJL,Rp,2.0
PVCL,AVJL,Rp,1.0
PVCL,AVJL,S,1.0
PVCL,AVJL,Sp,2.0
PVCR,AVJL,Rp,2.0
PVNL,AVJL,Sp,5.0
PVNR,AVJL,Rp,1.0
PVNR,AVJL,Sp,4.0
PVR,AVJL,S,1.0
PVR,AVJL,Sp,2.0
PVWL,AVJL,Sp,1.0
RIFR,AVJL,Rp,1.0
RIFR,AVJL,Sp,1.0
RIMR,AVJL,Sp,1.0
RIS,AVJL,Rp,1.0
RMGR,AVJL,Sp,1.0
ADAL,AVJR,Sp,5.0
ADER,AVJR,Sp,1.0
ADLL,AVJR,Sp,3.0
ADLR,AVJR,S,1.0
ADLR,AVJR,Sp,1.0
AVAL,AVJR,Rp,1.0
AVAR,AVJR,Rp,1.0
AVBL,AVJR,R,1.0
AVBL,AVJR,Rp,2.0
AVBR,AVJR,Rp,1.0
AVDL,AVJR,Rp,1.0
AVDR,AVJR,R,1.0
AVDR,AVJR,Rp,2.0
AVER,AVJR,R,1.0
AVER,AVJR,Rp,2.0
AVFL,AVJR,S,1.0
AVFR,AVJR,Sp,1.0
AVHR,AVJR,Sp,4.0
AVJL,AVJR,Rp,1.0
AVJL,AVJR,EJ,4.0
PVCL,AVJR,EJ,1.0
AVM,AVJR,Sp,1.0
BDUL,AVJR,Sp,1.0
FLPR,AVJR,S,1.0
LUAR,AVJR,Sp,1.0
PVCL,AVJR,Rp,2.0
PVCL,AVJR,S,1.0
PVCR,AVJR,R,1.0
PVCR,AVJR,Rp,3.0
PVNL,AVJR,S,2.0
PVNL,AVJR,Sp,3.0
PVNR,AVJR,Sp,1.0
PVQR,AVJR,R,1.0
PVR,AVJR,Sp,2.0
RIFL,AVJR,Sp,2.0
RIFR,AVJR,Sp,2.0
SABVL,AVJR,Rp,1.0
URXL,AVJR,Sp,1.0
ADER,AVKL,S,1.0
ADER,AVKL,Sp,1.0
AVBL,AVKL,Rp,1.0
AVEL,AVKL,Rp,2.0
AVER,AVKL,Rp,1.0
ADER,AVKL,EJ,1.0
AQR,AVKL,EJ,2.0
AVKR,AVKL,EJ,2.0
PVPL,AVKL,EJ,1.0
PVPR,AVKL,EJ,1.0
PVT,AVKL,EJ,2.0
RICL,AVKL,EJ,1.0
RICR,AVKL,EJ,1.0
RIGL,AVKL,EJ,1.0
SMBDL,AVKL,EJ,1.0
SMBDR,AVKL,EJ,1.0
SMBVR,AVKL,EJ,1.0
VB01,AVKL,EJ,4.0
VB10,AVKL,EJ,1.0
AVM,AVKL,R,1.0
DVA,AVKL,R,1.0
DVC,AVKL,Sp,2.0
PDEL,AVKL,R,2.0
PDEL,AVKL,Rp,1.0
PDEL,AVKL,S,1.0
PDEL,AVKL,Sp,5.0
PDER,AVKL,Rp,1.0
PDER,AVKL,Sp,16.0
PVM,AVKL,R,1.0
PVM,AVKL,S,7.0
PVM,AVKL,Sp,4.0
PVR,AVKL,S,1.0
PVT,AVKL,S,2.0
PVT,AVKL,Sp,5.0
RIGR,AVKL,Sp,4.0
RIML,AVKL,Rp,2.0
RIMR,AVKL,Rp,1.0
RIMR,AVKL,Sp,1.0
RIS,AVKL,S,1.0
RMDR,AVKL,Sp,1.0
RMFL,AVKL,Sp,4.0
RMFR,AVKL,Rp,1.0
RMFR,AVKL,Sp,3.0
SAADR,AVKL,R,1.0
SIAVR,AVKL,Rp,1.0
SMDDR,AVKL,Rp,1.0
ADER,AVKR,Sp,1.0
ADEL,AVKR,EJ,1.0
AQR,AVKR,EJ,1.0
AVKL,AVKR,EJ,2.0
PVPL,AVKR,EJ,6.0
RICL,AVKR,EJ,1.0
RIGR,AVKR,EJ,1.0
SMBDL,AVKR,EJ,1.0
SMBDR,AVKR,EJ,2.0
SMBVR,AVKR,EJ,1.0
BDUL,AVKR,R,1.0
DVC,AVKR,Sp,1.0
PVQL,AVKR,R,1.0
PVT,AVKR,Sp,7.0
RICL,AVKR,Sp,1.0
RIGL,AVKR,Sp,2.0
RIGR,AVKR,Sp,1.0
RIML,AVKR,Rp,2.0
RIMR,AVKR,Rp,2.0
RIS,AVKR,Sp,4.0
RMDR,AVKR,R,1.0
RMFL,AVKR,Rp,1.0
RMFL,AVKR,Sp,4.0
RMFR,AVKR,Sp,3.0
SAADL,AVKR,Rp,1.0
SMBDL,AVKR,R,1.0
SMDDL,AVKR,Rp,1.0
SMDDR,AVKR,Rp,2.0
ADEL,AVL,S,1.0
AVBL,AVL,S,1.0
AVEL,AVL,Rp,1.0
AVFL,AVL,Sp,1.0
AVFR,AVL,Rp,1.0
AVG,AVL,Sp,1.0
DVB,AVL,EJ,1.0
DVC,AVL,EJ,9.0
PVM,AVL,EJ,1.0
DA02,AVL,R,1.0
DD01,AVL,R,1.0
DD06,AVL,Rp,2.0
DVB,AVL,S,2.0
DVB,AVL,Sp,3.0
HSNR,AVL,R,1.0
HSNR,AVL,S,1.0
PVCR,AVL,S,1.0
PVNL,AVL,Sp,2.0
PVNR,AVL,Sp,2.0
PVPR,AVL,R,1.0
PVPR,AVL,S,1.0
PVPR,AVL,Sp,3.0
PVQR,AVL,Sp,1.0
PVT,AVL,Sp,2.0
PVWL,AVL,Rp,1.0
RIS,AVL,Sp,2.0
SABD,AVL,Rp,5.0
SABVL,AVL,Rp,4.0
SABVR,AVL,Rp,3.0
VC01,AVL,Sp,2.0
VC03,AVL,Sp,1.0
VD12,AVL,Rp,4.0
ADER,AVM,R,1.0
ADER,AVM,Rp,1.0
AVBL,AVM,Rp,6.0
AVBR,AVM,R,2.0
AVBR,AVM,Rp,4.0
AVJR,AVM,Rp,1.0
AVKL,AVM,S,1.0
ALML,AVM,EJ,1.0
ALMR,AVM,EJ,1.0
AVDL,AVM,EJ,2.0
BDUL,AVM,R,2.0
BDUL,AVM,Rp,1.0
BDUR,AVM,R,2.0
BDUR,AVM,Rp,2.0
DA01,AVM,Rp,1.0
PVCL,AVM,Rp,4.0
PVCR,AVM,R,1.0
PVCR,AVM,Rp,4.0
PVM,AVM,Sp,1.0
PVNL,AVM,Rp,1.0
PVR,AVM,Rp,3.0
RID,AVM,Rp,1.0
SIBVL,AVM,Rp,1.0
VA01,AVM,Rp,2.0
ADAL,AWAL,R,1.0
AFDL,AWAL,R,1.0
AFDL,AWAL,Rp,4.0
AIYL,AWAL,Rp,1.0
AIYL,AWAL,Sp,3.0
AIZL,AWAL,R,3.0
AIZL,AWAL,Rp,7.0
ASEL,AWAL,Rp,4.0
ASGL,AWAL,Rp,1.0
AIAL,AWAL,EJ,1.0
AWAR,AWAL,EJ,1.0
AWBL,AWAL,Rp,1.0
ADFR,AWAR,Rp,3.0
AFDR,AWAR,R,1.0
AFDR,AWAR,Rp,6.0
AIAR,AWAR,Sp,1.0
AIYR,AWAR,Rp,2.0
AIYR,AWAR,Sp,1.0
AIZR,AWAR,R,2.0
AIZR,AWAR,Rp,5.0
ASEL,AWAR,Rp,1.0
ASER,AWAR,Rp,2.0
ASER,AWAR,Sp,1.0
ASKR,AWAR,Sp,1.0
AUAR,AWAR,R,1.0
AIAR,AWAR,EJ,1.0
AIZR,AWAR,EJ,1.0
AWAL,AWAR,EJ,1.0
AWBR,AWAR,Rp,1.0
PVQR,AWAR,Sp,2.0
RIFR,AWAR,Rp,2.0
RIGR,AWAR,R,1.0
RIR,AWAR,Rp,2.0
ADFL,AWBL,R,1.0
ADFL,AWBL,Rp,8.0
ADLL,AWBL,S,2.0
AIBR,AWBL,Rp,1.0
AIZL,AWBL,R,3.0
AIZL,AWBL,Rp,6.0
AVBL,AWBL,R,1.0
AWAL,AWBL,Sp,1.0
AUAL,AWBL,EJ,1.0
AWBR,AWBL,EJ,1.0
RMGL,AWBL,EJ,1.0
HSNL,AWBL,S,1.0
HSNL,AWBL,Sp,1.0
HSNR,AWBL,Sp,1.0
RIAL,AWBL,R,1.0
RIAL,AWBL,Rp,2.0
SMBDL,AWBL,Rp,1.0
ADFR,AWBR,R,1.0
ADFR,AWBR,Rp,3.0
ADFR,AWBR,S,1.0
AIZR,AWBR,R,1.0
AIZR,AWBR,Rp,3.0
ASGR,AWBR,R,1.0
ASHR,AWBR,Rp,2.0
AVBR,AWBR,Rp,2.0
AVHL,AWBR,Sp,1.0
AWAR,AWBR,Sp,1.0
AUAR,AWBR,EJ,1.0
AWBL,AWBR,EJ,1.0
RICL,AWBR,EJ,1.0
RMGR,AWBR,EJ,1.0
HSNL,AWBR,Sp,2.0
RIAR,AWBR,Rp,1.0
RIR,AWBR,Rp,2.0
RIR,AWBR,Sp,1.0
SMBVR,AWBR,Rp,1.0
AIAL,AWCL,R,2.0
AIAR,AWCL,R,3.0
AIAR,AWCL,Rp,1.0
AIAR,AWCL,Sp,1.0
AIBL,AWCL,R,1.0
AIBL,AWCL,Rp,1.0
AIBR,AWCL,Rp,1.0
AIYL,AWCL,R,7.0
AIYL,AWCL,Rp,3.0
AIYL,AWCL,Sp,1.0
ASEL,AWCL,Rp,1.0
ASEL,AWCL,Sp,4.0
ASER,AWCL,Sp,1.0
ASIL,AWCL,S,1.0
ASIL,AWCL,Sp,1.0
ASIR,AWCL,Sp,1.0
AVAL,AWCL,Rp,1.0
AWCR,AWCL,Rp,1.0
AWCR,AWCL,S,1.0
AWCR,AWCL,Sp,4.0
RIAL,AWCL,R,2.0
RIAL,AWCL,Rp,1.0
ADLR,AWCR,Sp,3.0
AIAL,AWCR,Sp,1.0
AIAR,AWCR,R,1.0
AIAR,AWCR,Rp,1.0
AIAR,AWCR,S,1.0
AIAR,AWCR,Sp,2.0
AIBR,AWCR,Rp,4.0
AIYL,AWCR,R,1.0
AIYL,AWCR,Rp,3.0
AIYL,AWCR,Sp,1.0
AIYR,AWCR,R,3.0
AIYR,AWCR,Rp,6.0
ASEL,AWCR,Rp,1.0
ASEL,AWCR,Sp,1.0
ASER,AWCR,Sp,1.0
ASGR,AWCR,Rp,1.0
ASIL,AWCR,S,1.0
ASIL,AWCR,Sp,1.0
ASIR,AWCR,S,1.0
ASIR,AWCR,Sp,1.0
AWCL,AWCR,R,1.0
AWCL,AWCR,Rp,4.0
AWCL,AWCR,Sp,1.0
AIBL,BAGL,Rp,1.0
AINL,BAGL,Sp,3.0
AQR,BAGL,Sp,2.0
AVAR,BAGL,R,1.0
AVAR,BAGL,Rp,1.0
AVEL,BAGL,Rp,1.0
AVER,BAGL,R,1.0
AVER,BAGL,Rp,3.0
BAGR,BAGL,EJ,1.0
RIGR,BAGL,EJ,1.0
RIR,BAGL,EJ,1.0
BAGR,BAGL,Rp,1.0
RIAR,BAGL,R,2.0
RIAR,BAGL,Rp,3.0
RIBL,BAGL,R,1.0
RIBR,BAGL,R,1.0
RIBR,BAGL,Rp,6.0
RIBR,BAGL,S,1.0
RIBR,BAGL,Sp,1.0
RIGL,BAGL,R,1.0
RIGR,BAGL,R,3.0
RIGR,BAGL,Rp,1.0
AINR,BAGR,Sp,3.0
AIYL,BAGR,Rp,1.0
AQR,BAGR,Sp,2.0
AVAL,BAGR,R,1.0
AVAL,BAGR,Rp,1.0
AVEL,BAGR,R,2.0
AVEL,BAGR,Rp,2.0
BAGL,BAGR,Sp,1.0
BAGL,BAGR,EJ,1.0
RIGL,BAGR,EJ,1.0
RIR,BAGR,EJ,1.0
IL2VL,BAGR,Sp,1.0
RIAL,BAGR,R,2.0
RIAL,BAGR,Rp,3.0
RIBL,BAGR,R,1.0
RIBL,BAGR,Rp,3.0
RIBL,BAGR,Sp,1.0
RIGL,BAGR,R,2.0
RIGL,BAGR,Rp,3.0
RIGL,BAGR,Sp,1.0
RIH,BAGR,Sp,1.0
RIR,BAGR,Sp,1.0
ADEL,BDUL,R,3.0
ADEL,BDUL,Sp,1.0
ALML,BDUL,S,5.0
ALML,BDUL,Sp,1.0
AVHL,BDUL,Rp,1.0
AVJR,BDUL,Rp,1.0
AVKR,BDUL,S,1.0
AVM,BDUL,S,2.0
AVM,BDUL,Sp,1.0
HSNL,BDUL,Rp,1.0
PVNL,BDUL,R,2.0
PVNL,BDUL,S,1.0
PVNL,BDUL,Sp,1.0
PVNR,BDUL,Rp,2.0
PVNR,BDUL,Sp,1.0
SAADL,BDUL,Rp,1.0
URADL,BDUL,Rp,1.0
ADER,BDUR,R,1.0
ALMR,BDUR,Rp,1.0
ALMR,BDUR,S,5.0
AVAL,BDUR,Rp,3.0
AVHL,BDUR,Rp,1.0
AVJL,BDUR,Rp,2.0
AVM,BDUR,S,2.0
AVM,BDUR,Sp,2.0
CEPDR,BDUR,S,1.0
HSNR,BDUR,R,1.0
HSNR,BDUR,Rp,3.0
HSNR,BDUR,Sp,1.0
PVCL,BDUR,R,1.0
PVCL,BDUR,Rp,1.0
PVNL,BDUR,R,2.0
PVNL,BDUR,Rp,2.0
PVNL,BDUR,Sp,2.0
PVNR,BDUR,Rp,1.0
PVNR,BDUR,S,2.0
PVNR,BDUR,Sp,2.0
SDQL,BDUR,Rp,1.0
URADR,BDUR,Rp,1.0
ADEL,CEPDL,S,1.0
ALML,CEPDL,S,3.0
AVER,CEPDL,R,1.0
AVER,CEPDL,Rp,4.0
OLQDL,CEPDL,EJ,1.0
RIH,CEPDL,EJ,1.0
IL1DL,CEPDL,Rp,4.0
OLLL,CEPDL,Rp,2.0
OLLL,CEPDL,Sp,3.0
OLQDL,CEPDL,Rp,6.0
RIBL,CEPDL,Rp,2.0
RICL,CEPDL,R,1.0
RICL,CEPDL,Rp,1.0
RICR,CEPDL,R,2.0
RICR,CEPDL,Rp,2.0
RIH,CEPDL,S,1.0
RIPL,CEPDL,Rp,2.0
RIS,CEPDL,Rp,1.0
RMDVL,CEPDL,R,1.0
RMDVL,CEPDL,Rp,2.0
RMGL,CEPDL,R,1.0
RMGL,CEPDL,Rp,3.0
RMGL,CEPDL,Sp,1.0
RMHR,CEPDL,R,1.0
RMHR,CEPDL,Rp,3.0
SIADR,CEPDL,R,1.0
SIADR,CEPDL,Rp,1.0
SMBDR,CEPDL,Rp,1.0
URADL,CEPDL,Rp,2.0
URBL,CEPDL,Rp,4.0
URBL,CEPDL,S,1.0
URYDL,CEPDL,Rp,2.0
ADER,CEPDR,S,1.0
ALMR,CEPDR,S,1.0
AVEL,CEPDR,Rp,6.0
BDUR,CEPDR,R,1.0
OLQDR,CEPDR,EJ,2.0
RIH,CEPDR,EJ,1.0
IL1DR,CEPDR,Rp,5.0
IL1R,CEPDR,Rp,1.0
IL2DR,CEPDR,Sp,1.0
OLLR,CEPDR,R,1.0
OLLR,CEPDR,Rp,7.0
OLLR,CEPDR,S,1.0
OLLR,CEPDR,Sp,1.0
OLQDR,CEPDR,Rp,5.0
RIBR,CEPDR,Rp,1.0
RICL,CEPDR,Rp,4.0
RICR,CEPDR,Rp,3.0
RIH,CEPDR,S,1.0
RIS,CEPDR,Rp,1.0
RIS,CEPDR,Sp,1.0
RMDDL,CEPDR,Rp,1.0
RMDVR,CEPDR,Rp,2.0
RMGR,CEPDR,R,1.0
RMHL,CEPDR,Rp,4.0
RMHR,CEPDR,Rp,1.0
SIADL,CEPDR,R,1.0
SMBDR,CEPDR,Rp,1.0
